model,precision,language,nll_per_char,vram_gb,increase_vs_bf16_pct
soketlabs/pragna-1b,bf16,English,0.7316253016282535,2.3361101150512695,0.0
soketlabs/pragna-1b,bf16,Hindi,1.0010340278795984,2.3361101150512695,0.0
soketlabs/pragna-1b,bf16,Bengali,1.2612569956045947,2.3361101150512695,0.0
soketlabs/pragna-1b,bf16,Marathi,2.3750074437252113,2.3361101150512695,0.0
soketlabs/pragna-1b,bf16,Gujarati,1.1427154589936255,2.3361101150512695,0.0
soketlabs/pragna-1b,bf16,Punjabi,2.7725858730394677,2.3361101150512695,0.0
soketlabs/pragna-1b,bf16,Odia,3.122087265121148,2.3361101150512695,0.0
soketlabs/pragna-1b,bf16,Tamil,1.8118917862713442,2.3361101150512695,0.0
soketlabs/pragna-1b,bf16,Telugu,2.6456074189640977,2.3361101150512695,0.0
soketlabs/pragna-1b,bf16,Kannada,2.174766821687662,2.3361101150512695,0.0
soketlabs/pragna-1b,bf16,Malayalam,2.466709943928161,2.3361101150512695,0.0
soketlabs/pragna-1b,int8,English,0.7333770748939936,1.4451227188110352,0.23943585081620533
soketlabs/pragna-1b,int8,Hindi,1.0220416738376645,1.4451227188110352,2.0985945904920644
soketlabs/pragna-1b,int8,Bengali,1.2863654655685897,1.4451227188110352,1.990749708544448
soketlabs/pragna-1b,int8,Marathi,2.3912590395368705,1.4451227188110352,0.6842755737290762
soketlabs/pragna-1b,int8,Gujarati,1.167824803160287,1.4451227188110352,2.197340026254202
soketlabs/pragna-1b,int8,Punjabi,2.8542126357035325,1.4451227188110352,2.944066167897663
soketlabs/pragna-1b,int8,Odia,3.2528688525478535,1.4451227188110352,4.1889151814477055
soketlabs/pragna-1b,int8,Tamil,1.8239246206769224,1.4451227188110352,0.6641033695693466
soketlabs/pragna-1b,int8,Telugu,2.786832220562322,1.4451227188110352,5.338086088884708
soketlabs/pragna-1b,int8,Kannada,2.164628094684134,1.4451227188110352,-0.46619834836638674
soketlabs/pragna-1b,int8,Malayalam,2.504522579290077,1.4451227188110352,1.5329177820437412
soketlabs/pragna-1b,nf4,English,0.7539315234240009,1.0679950714111328,3.0488587185413474
soketlabs/pragna-1b,nf4,Hindi,1.1099691614829663,1.0679950714111328,10.882260799277276
soketlabs/pragna-1b,nf4,Bengali,1.397841054078848,1.0679950714111328,10.829201261141908
soketlabs/pragna-1b,nf4,Marathi,2.466038088081577,1.0679950714111328,3.8328572231160374
soketlabs/pragna-1b,nf4,Gujarati,1.283432588546695,1.0679950714111328,12.31427547825399
soketlabs/pragna-1b,nf4,Punjabi,3.2099298201099313,1.0679950714111328,15.773864799759018
soketlabs/pragna-1b,nf4,Odia,3.483650249855925,1.0679950714111328,11.580809696577997
soketlabs/pragna-1b,nf4,Tamil,1.902706079693215,1.0679950714111328,5.012125674941981
soketlabs/pragna-1b,nf4,Telugu,3.2636011597357637,1.0679950714111328,23.359238273290185
soketlabs/pragna-1b,nf4,Kannada,2.298266673850099,1.0679950714111328,5.678762933609538
soketlabs/pragna-1b,nf4,Malayalam,2.718868672986966,1.0679950714111328,10.222471826470624
